WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
2459	AIC38872.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. JH642 substr. AG174]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2460	AIC43104.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. AG1839]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2461	CEJ76055.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase I [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2462	CEI55630.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase I [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2463	AQZ89403.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	transcriptional regulator [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2464	AYE63117.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2465	AYY26479.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus sp. FDAARGOS_527]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2466	QDW04202.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus sp. KBS0812]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2467	QCX88226.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2468	QGG20056.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus paranthracis]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2469	QGI46412.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2470	QGI37732.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2471	QHA26240.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus paranthracis]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2472	QHG34638.1	 364	  49.3	 1.5E-15	 5.2E-12 	100.00%	 5	tetratricopeptide repeat protein [Bacillus paranthracis]	   87: 2.2e-03  127: 9.6e-06  171: 3.1e-06  211: 8.0e-05  250: 2.6e-05
2473	QIT31939.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis subsp. subtilis str. SMY]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2474	QJF41716.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis subsp. subtilis str. 168]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2475	QJR44957.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis subsp. subtilis str. 168]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2476	QLC60964.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2477	QPV70408.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2478	QRF33424.1	 377	  49.2	 1.5E-15	 5.4E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus safensis]	  145: 1.7e-04  179: 5.6e-07  219: 4.7e-07  261: 4.7e-05
2479	QVR64689.1	 391	  49.3	 1.5E-15	 5.2E-12 	100.00%	 6	response regulator aspartate phosphatase RapI [Bacillus subtilis subsp. subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 2.0e-08  263: 1.5e-04
2480	AEA19371.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar chinensis CT-43]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2481	AGG05071.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar thuringiensis str. IS5056]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2482	AHZ55032.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2483	AIE37480.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar kurstaki str. HD-1]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2484	AIM34791.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	RapB (plasmid) [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2485	BAR87526.1	 364	  49.2	 1.6E-15	 5.5E-12 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar tolworthi]	   91: 6.4e-04  131: 9.4e-05  172: 1.7e-05  212: 3.7e-06  246: 3.6e-05
2486	ARV97445.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2487	ARW01527.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2488	ASB55926.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2489	AWM15853.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus inaquosorum]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2490	AYK78915.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2491	AYK91746.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2492	AYK86903.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2493	AYK82124.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2494	QAW31876.1	 391	  49.2	 1.6E-15	 5.5E-12 	100.00%	 6	tetratricopeptide repeat protein [Bacillus subtilis]	   62: 2.7e-03  103: 2.6e-03  143: 2.2e-04  184: 1.9e-03  224: 2.0e-08  263: 8.7e-05
2495	QHF58158.1	 371	  49.1	 1.7E-15	 5.8E-12 	100.00%	 5	regulator aspartate phosphatase K [Bacillus subtilis]	   94: 5.6e-04  134: 6.0e-04  175: 1.5e-06  215: 1.7e-06  254: 1.5e-04
2496	ACK94609.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	TPR domain protein [Bacillus cereus G9842]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2497	AEA19420.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	hypothetical protein CT43_P281077 (plasmid) [Bacillus thuringiensis serovar chinensis CT-43]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2498	AFQ13885.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	hypothetical protein BTG_01910 [Bacillus thuringiensis HD-771]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2499	AFQ27170.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	hypothetical protein BTF1_14975 [Bacillus thuringiensis HD-789]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2500	AGG05121.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	RapD (plasmid) [Bacillus thuringiensis serovar thuringiensis str. IS5056]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2501	AHZ54800.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	hypothetical protein YBT1520_31511 (plasmid) [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2502	AIE37250.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	hypothetical protein BTK_31486 (plasmid) [Bacillus thuringiensis serovar kurstaki str. HD-1]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2503	AIM34531.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2504	AJH07645.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	TPR repeat family protein [Bacillus thuringiensis HD1002]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2505	AJQ60131.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	histidine kinase [Bacillus thuringiensis serovar morrisoni]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2506	BAR87479.1	 357	  49.0	 1.8E-15	 6.4E-12 	 99.99%	 4	rapD (plasmid) [Bacillus thuringiensis serovar tolworthi]	  131: 1.6e-04  172: 1.3e-08  212: 1.3e-05  296: 4.3e-03
2507	AMR85927.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	histidine kinase [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2508	AND08856.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	histidine kinase [Bacillus thuringiensis serovar alesti]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2509	AQY40003.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	hypothetical protein B4918_19570 [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2510	AND25252.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	histidine kinase [Bacillus thuringiensis serovar israelensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2511	QJU63348.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus thuringiensis serovar israelensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2512	QKH17331.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2513	QRY16090.1	 371	  49.0	 1.8E-15	 6.3E-12 	100.00%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 3.8e-05
2514	AAS41989.1	 364	  48.9	 1.9E-15	 6.7E-12 	 99.99%	 5	response regulator, putative [Bacillus cereus ATCC 10987]	   91: 3.2e-03  131: 1.1e-05  172: 2.2e-04  212: 4.8e-07  246: 4.6e-05
2515	AFQ11819.1	 364	  48.9	 1.9E-15	 6.7E-12 	 99.99%	 5	response regulator [Bacillus cereus FRI-35]	   91: 3.2e-03  131: 1.1e-05  172: 2.2e-04  212: 4.8e-07  246: 4.6e-05
2516	AOZ87568.1	 378	  48.9	 1.9E-15	 6.7E-12 	 99.99%	 5	aspartate phosphatase [Bacillus xiamenensis]	   99: 1.9e-03  139: 4.5e-04  180: 2.2e-04  220: 1.1e-08  262: 6.9e-05
2517	QGI26967.1	 371	  48.9	 1.9E-15	 6.6E-12 	 99.99%	 5	response regulator aspartate phosphatase RapK [Bacillus subtilis]	   94: 5.6e-04  134: 6.0e-04  175: 1.5e-06  215: 1.9e-06  254: 1.5e-04
2518	AJI09086.1	 364	  48.7	 2.1E-15	 7.5E-12 	 99.99%	 5	tetratricopeptide repeat family protein (plasmid) [Bacillus cereus 03BB108]	   91: 5.3e-04  131: 2.6e-05  172: 6.2e-06  212: 1.8e-06  246: 1.2e-03
2519	QKG98724.1	 364	  48.7	 2.1E-15	 7.5E-12 	 99.99%	 5	RapH N-terminal domain-containing protein (plasmid) [Bacillus cereus]	   91: 5.3e-04  131: 2.6e-05  172: 6.2e-06  212: 1.8e-06  246: 1.2e-03
2520	AAP10452.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	Response regulator aspartate phosphatase [Bacillus cereus ATCC 14579]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2521	ACK60191.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus cereus B4264]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2522	AGE79356.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	TPR domain protein [Bacillus thuringiensis serovar kurstaki str. HD73]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2523	ANE86578.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2524	AHZ52353.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	response regulator aspartate [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2525	AIE34771.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	response regulator aspartate [Bacillus thuringiensis serovar kurstaki str. HD-1]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2526	AIM30869.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	TPR domain protein [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2527	AJA20728.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis serovar galleriae]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2528	AHX19536.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus bombysepticus str. Wang]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2529	AKE17844.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2530	AKJ61360.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2531	AKR36458.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	Hisitidine kinase [Bacillus thuringiensis serovar indiana]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2532	ALL58623.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2533	ALZ60705.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	Response regulator aspartate phosphatase F [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2534	AMX78268.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2535	ANC08900.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2536	ANC14717.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2537	ANN33305.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis serovar coreanensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2538	ANS49170.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	response regulator aspartate phosphatase F [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2539	ANV71128.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2540	QIZ43367.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus sp. RZ2MS9]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2541	ARX67303.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	hypothetical protein BVH75_15230 [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2542	ASI73778.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2543	ASI84520.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2544	ASJ49616.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2545	ASK15592.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	histidine kinase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2546	ASL66249.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2547	AVP47577.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	hypothetical protein C2I25_22020 [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2548	AVR33266.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2549	AZR78322.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2550	QBZ26490.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2551	QCC41605.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat-containing protein [Bacillus sp. DU-106]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2552	QCT45777.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2553	QDD84747.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	putative response regulator aspartate phosphatase [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2554	BCA32562.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	hypothetical protein BwiPL1_09440 [Bacillus wiedmannii]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2555	QKH05384.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2556	QKH11514.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2557	QKO34309.1	 371	  48.7	 2.2E-15	 7.6E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus thuringiensis]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.5e-05
2558	QQU32324.1	 371	  48.7	 2.2E-15	 7.8E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus cereus]	  138: 2.5e-05  179: 5.0e-08  219: 6.0e-05  253: 4.7e-05
2559	QDQ07148.1	 362	  48.6	 2.3E-15	 8.0E-12 	 99.99%	 6	tetratricopeptide repeat protein [Bacillus sp. BD59S]	   88: 8.8e-03  128: 1.1e-05  169: 4.3e-06  209: 4.3e-06  248: 2.0e-03  282: 4.3e-03
2560	AGF55937.1	 443	  48.6	 2.4E-15	 8.4E-12 	 99.99%	 8	hypothetical protein Cspa_c21720 [Clostridium saccharoperbutylacetonicum N1-4(HMT)]	  100: 7.9e-03  134: 3.7e-03  174: 3.9e-03  214: 4.7e-05  252: 9.2e-05  292: 6.9e-06  331: 2.2e-02  369: 1.4e-04
2561	QAW27627.1	 391	  48.6	 2.4E-15	 8.4E-12 	 99.99%	 6	tetratricopeptide repeat protein [Bacillus licheniformis]	   62: 5.1e-03  103: 2.2e-03  143: 2.2e-04  184: 1.4e-03  224: 2.0e-08  263: 1.1e-04
2562	QDK67175.1	 373	  48.5	 2.4E-15	 8.5E-12 	 99.99%	 4	tetratricopeptide repeat protein [Bacillus halotolerans]	  148: 3.9e-04  182: 1.8e-07  222: 7.0e-06  262: 7.4e-06
2563	QHL53086.1	 391	  48.5	 2.5E-15	 8.7E-12 	 99.99%	 6	Response regulator aspartate phosphatase I [Bacillus subtilis]	   62: 3.1e-03  103: 3.0e-03  143: 2.2e-04  184: 7.8e-04  224: 4.1e-08  263: 1.1e-04
2564	ALZ60723.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	Response regulator aspartate phosphatase F [Bacillus cereus]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2565	AQQ64150.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	response regulator aspartate phosphatase A [Bacillus cereus]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2566	ARC29569.1	 364	  48.5	 2.6E-15	 9.0E-12 	 99.99%	 5	hypothetical protein A6J74_11885 [Bacillus sp. FDAARGOS_235]	   91: 1.3e-03  131: 7.8e-05  172: 5.0e-06  212: 5.5e-07  246: 8.2e-04
2567	ARV93589.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	histidine kinase [Bacillus thuringiensis]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2568	ASK15574.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	histidine kinase [Bacillus cereus]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2569	AZR78300.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	hypothetical protein BtSCAC15_19030 [Bacillus thuringiensis]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2570	QCC41584.1	 364	  48.4	 2.6E-15	 9.3E-12 	 99.99%	 5	hypothetical protein C3Y97_17780 [Bacillus sp. DU-106]	   91: 2.0e-04  131: 3.7e-05  172: 6.2e-04  212: 7.6e-06  246: 6.9e-06
2571	QEQ16050.1	 364	  48.5	 2.6E-15	 9.0E-12 	 99.99%	 5	hypothetical protein F0362_05130 [Bacillus sp. BS98]	   91: 1.3e-03  131: 7.8e-05  172: 5.0e-06  212: 5.5e-07  246: 8.2e-04
